recipe_id,name,category,cuisine,minutes,calories,tags
313,Đậu Chiên Phô Mai,breakfast,Korean,90,768,"baked,tet,vegetarian,beef"
314,Mực Hầm Ớt,breakfast,Indian,15,797,"baked,dairy_free,family,pork"
315,Cua Chiên Me,dessert,Mexican,60,146,"family,gluten_free,easy,weekend"
316,Tôm Xào Tỏi,soup,Japanese,90,306,"bread,salad,sweet,sour"
317,Bò Kho Tiêu,vegetarian,Mexican,120,387,"beef,family,seafood,egg"
318,Nấm Chiên Dừa,rice,American,40,141,"spicy,weekend,pork,bread"
319,Mực Kho Tiêu,vegetarian,Indian,20,308,"quick,quick_lunch,sweet,high_protein"
320,Nấm Kho Dừa,vegetarian,Italian,45,454,"snack,grilled,steamed,quick"
321,Heo Kho Phô Mai,main,Mexican,60,749,"vegetable,quick_lunch,pork,mushroom"
322,Cua Nướng Tiêu,soup,French,40,290,"sweet,baked,vegetarian,easy"
323,Nấm Xào Me,main,Thai,60,610,"fried,high_protein,sweet,romantic"
324,Nấm Rang Sả,noodle,Chinese,15,623,"mushroom,vegetable,seafood,vegetarian"
325,Nấm Hấp Dừa,vegetarian,Korean,60,669,"spicy,low_carb,bread,fried"
326,Gà Rang Mè,dessert,Thai,10,324,"grilled,dessert,beef,sour"
327,Nấm Hấp Tỏi,main,Korean,120,117,"salad,quick,sweet,vegetable"
328,Mực Xào Nước Mắm,soup,Mexican,60,278,"chicken,high_protein,easy,fried"
329,Gà Rang Dừa,appetizer,Japanese,90,581,"bread,dairy_free,tofu,gluten_free"
330,Đậu Hấp Ớt,breakfast,Vietnamese,10,404,"vegetarian,mushroom,tet,high_protein"
331,Bò Chiên Me,rice,Mexican,20,750,"vegetable,weekend,low_carb,pork"
332,Bò Xào Sả,breakfast,Indian,90,776,"quick,easy,sweet,vegan"
333,Cá Sốt Dừa,main,Thai,40,247,"easy,vegetarian,romantic,festive"
334,Đậu Hấp Tiêu,dessert,American,30,409,"healthy,festive,chicken,vegetarian"
335,Gà Chiên Nước Mắm,healthy,Italian,20,491,"sweet,salad,steamed,family"
336,Mực Nướng Ớt,noodle,American,60,585,"low_carb,healthy,dessert,steamed"
337,Tôm Nướng Phô Mai,healthy,Mexican,20,354,"soup,snack,quick_lunch,gluten_free"
338,Gà Xào Dừa,dessert,Thai,120,216,"sweet,vegan,noodle,party"
339,Nấm Xào Me,main,Indian,45,202,"romantic,sour,party,seafood"
340,Nấm Kho Dừa,noodle,Indian,10,453,"romantic,salad,tofu,pork"
341,Cá Kho Nước Mắm,soup,Indian,30,229,"tet,vegetable,sweet,healthy"
342,Gà Hầm Tỏi,soup,Indian,60,263,"quick,vegetable,seafood,family"
343,Nấm Xào Tỏi,rice,Thai,30,342,"sour,tofu,baked,grilled"
344,Gà Chiên Sả,dessert,Thai,120,535,"vegan,snack,romantic,vegetarian"
345,Tôm Rang Dừa,vegetarian,American,90,436,"romantic,quick,snack,gluten_free"
346,Đậu Hầm Ớt,soup,Indian,10,144,"family,high_protein,rice,seafood"
347,Gà Kho Mè,dessert,Korean,20,460,"low_carb,egg,noodle,quick_lunch"
348,Cá Chiên Phô Mai,dessert,American,120,424,"pork,easy,salad,family"
349,Nấm Hầm Phô Mai,appetizer,Japanese,60,385,"festive,mushroom,healthy,noodle"
350,Mực Hầm Phô Mai,noodle,French,40,410,"festive,salad,beef,high_protein"
351,Rau Kho Tỏi,main,Chinese,30,159,"festive,rice,bread,family"
352,Nấm Hầm Tiêu,salad,Italian,20,617,"family,snack,dairy_free,baked"
353,Gà Hầm Gừng,appetizer,Mexican,120,214,"gluten_free,quick_lunch,tet,seafood"
354,Cá Hầm Dừa,soup,Vietnamese,10,785,"tofu,tet,gluten_free,salad"
355,Nấm Nướng Dừa,dessert,Italian,60,451,"sour,romantic,sweet,grilled"
356,Nấm Hấp Dừa,rice,Thai,40,210,"fried,egg,quick_lunch,sour"
357,Heo Chiên Gừng,rice,French,90,678,"baked,weekend,bread,grilled"
358,Tôm Sốt Sả,salad,Mexican,10,572,"dessert,salad,spicy,low_carb"
359,Rau Xào Nước Mắm,healthy,Korean,90,697,"dairy_free,weekend,egg,family"
360,Mực Chiên Sả,appetizer,Japanese,20,207,"fried,dairy_free,quick,egg"
361,Mực Hầm Dừa,appetizer,Italian,15,173,"party,steamed,quick_lunch,pork"
362,Rau Hấp Gừng,healthy,Thai,40,601,"fried,noodle,chicken,quick"
363,Cua Hấp Tiêu,salad,Vietnamese,40,108,"party,dessert,fried,beef"
364,Cá Hấp Tiêu,noodle,Vietnamese,120,117,"noodle,vegan,healthy,tet"
365,Gà Nướng Mè,noodle,Chinese,15,413,"tofu,grilled,beef,steamed"
366,Bò Rang Gừng,appetizer,Mexican,90,535,"chicken,fried,weekend,romantic"
367,Tôm Rang Dừa,appetizer,Mexican,60,493,"tet,pork,egg,rice"
368,Cua Nướng Ớt,vegetarian,Italian,45,703,"sour,healthy,spicy,bread"
369,Cua Hấp Dừa,soup,Italian,20,131,"beef,healthy,bread,romantic"
370,Đậu Xào Phô Mai,healthy,Italian,60,782,"salad,romantic,vegetable,tofu"
371,Nấm Hấp Tiêu,main,Japanese,10,134,"salad,baked,seafood,tet"
372,Rau Xào Ớt,dessert,Chinese,30,132,"tet,party,vegetable,salad"
373,Rau Sốt Sả,salad,Mexican,60,367,"mushroom,snack,high_protein,quick_lunch"
374,Nấm Nướng Me,breakfast,Japanese,20,772,"dessert,soup,mushroom,spicy"
375,Cá Nướng Mè,breakfast,Chinese,120,519,"easy,low_carb,bread,healthy"
376,Gà Kho Sả,dessert,French,60,630,"soup,dessert,egg,chicken"
377,Đậu Xào Nước Mắm,soup,American,90,130,"steamed,romantic,egg,tet"
378,Gà Rang Dừa,dessert,Vietnamese,30,496,"rice,low_carb,tet,chicken"
379,Heo Xào Mè,dessert,Japanese,15,239,"dessert,vegetable,chicken,festive"
380,Cua Kho Mè,main,French,120,741,"grilled,sweet,dairy_free,easy"
381,Cá Hầm Me,dessert,Chinese,15,414,"sweet,snack,romantic,dessert"
382,Bò Kho Dừa,soup,Thai,30,367,"egg,festive,sour,romantic"
383,Mực Xào Phô Mai,noodle,French,10,471,"healthy,snack,rice,mushroom"
384,Cá Chiên Ớt,appetizer,Mexican,40,645,"rice,beef,mushroom,family"
385,Bò Kho Tiêu,vegetarian,Korean,20,559,"vegan,quick_lunch,vegetable,weekend"
386,Bò Hấp Me,dessert,Japanese,40,542,"bread,tet,snack,vegetable"
387,Mực Xào Me,breakfast,Korean,60,291,"family,gluten_free,steamed,baked"
388,Đậu Xào Dừa,salad,Chinese,90,375,"romantic,sweet,low_carb,rice"
389,Mực Kho Dừa,healthy,Chinese,45,508,"baked,high_protein,vegan,spicy"
390,Rau Hấp Phô Mai,salad,Thai,20,732,"dessert,romantic,beef,noodle"
391,Rau Nướng Nước Mắm,breakfast,Thai,15,713,"easy,gluten_free,sour,noodle"
392,Gà Rang Me,noodle,Indian,45,416,"chicken,salad,fried,mushroom"
393,Bò Nướng Ớt,appetizer,Thai,40,735,"festive,vegetable,tet,snack"
394,Tôm Chiên Mè,healthy,Italian,45,695,"vegetable,family,high_protein,tofu"
395,Mực Hầm Mè,salad,Thai,15,365,"dessert,high_protein,soup,healthy"
396,Đậu Rang Dừa,breakfast,Chinese,60,356,"seafood,vegetarian,snack,healthy"
397,Mực Nướng Sả,breakfast,Vietnamese,120,541,"mushroom,spicy,romantic,noodle"
398,Mực Hấp Phô Mai,main,Thai,60,245,"steamed,snack,vegan,easy"
399,Cua Xào Tiêu,main,Japanese,10,457,"salad,romantic,bread,pork"
400,Đậu Nướng Tiêu,vegetarian,American,15,530,"quick,grilled,noodle,chicken"
401,Cua Sốt Dừa,rice,Korean,90,114,"noodle,chicken,easy,low_carb"
402,Gà Chiên Phô Mai,dessert,Korean,60,333,"quick_lunch,tet,quick,snack"
403,Cá Kho Me,dessert,Chinese,120,755,"pork,chicken,vegan,beef"
404,Heo Rang Gừng,soup,Korean,120,658,"egg,bread,seafood,beef"
405,Gà Kho Dừa,appetizer,French,60,642,"sour,healthy,low_carb,high_protein"
406,Cua Hấp Sả,breakfast,Thai,10,626,"vegetable,tofu,chicken,vegan"
407,Nấm Hầm Sả,noodle,Chinese,30,161,"pork,egg,spicy,party"
408,Rau Nướng Tiêu,breakfast,Italian,40,391,"high_protein,vegetable,fried,tet"
409,Heo Sốt Tiêu,breakfast,American,20,791,"salad,quick_lunch,baked,weekend"
410,Rau Hầm Gừng,soup,Mexican,10,325,"festive,quick_lunch,noodle,chicken"
411,Cá Hấp Dừa,main,American,90,725,"salad,vegetarian,mushroom,easy"
412,Heo Hầm Tiêu,appetizer,Korean,20,440,"beef,chicken,high_protein,quick"
413,Mực Hấp Me,breakfast,Thai,120,457,"seafood,romantic,steamed,weekend"
414,Nấm Xào Tỏi,main,French,45,126,"tofu,high_protein,seafood,vegetarian"
415,Tôm Sốt Gừng,breakfast,Japanese,40,516,"chicken,mushroom,rice,family"
416,Bò Nướng Ớt,noodle,American,120,106,"quick,fried,seafood,rice"
417,Gà Nướng Sả,dessert,Vietnamese,15,585,"grilled,fried,sweet,spicy"
418,Cua Kho Sả,rice,Italian,45,171,"vegetable,low_carb,pork,seafood"
419,Cua Nướng Phô Mai,rice,American,10,112,"gluten_free,vegetarian,steamed,sour"
420,Rau Rang Me,healthy,French,120,330,"snack,beef,gluten_free,healthy"
421,Nấm Chiên Gừng,soup,Thai,90,760,"spicy,salad,vegetarian,seafood"
422,Cá Hầm Dừa,main,Indian,10,645,"festive,chicken,vegetable,family"
423,Gà Kho Ớt,vegetarian,American,90,418,"snack,low_carb,rice,sour"
424,Heo Sốt Gừng,vegetarian,Thai,15,158,"festive,steamed,dairy_free,rice"
425,Cua Sốt Sả,main,Vietnamese,45,370,"easy,grilled,dairy_free,baked"
426,Cá Hầm Phô Mai,noodle,Mexican,40,570,"vegan,quick_lunch,family,fried"
427,Nấm Chiên Gừng,appetizer,Mexican,10,541,"tofu,easy,rice,weekend"
428,Rau Nướng Nước Mắm,dessert,Thai,90,238,"vegetarian,quick,spicy,steamed"
429,Heo Sốt Dừa,dessert,French,15,269,"low_carb,quick,vegan,steamed"
430,Rau Hấp Sả,healthy,American,20,463,"romantic,dairy_free,salad,fried"
431,Mực Chiên Phô Mai,healthy,Chinese,30,390,"mushroom,vegetarian,sweet,dairy_free"
432,Cua Chiên Mè,salad,French,90,263,"rice,egg,dessert,vegetarian"
433,Mực Sốt Sả,soup,French,20,308,"beef,vegan,bread,healthy"
434,Tôm Kho Mè,salad,Japanese,90,731,"steamed,snack,salad,baked"
435,Bò Nướng Mè,appetizer,Indian,60,329,"snack,weekend,family,quick_lunch"
436,Cá Rang Phô Mai,salad,French,20,361,"romantic,bread,vegetarian,seafood"
437,Rau Kho Ớt,salad,French,90,577,"healthy,bread,low_carb,vegetarian"
438,Tôm Xào Tiêu,vegetarian,Italian,60,260,"gluten_free,dairy_free,spicy,mushroom"
439,Gà Nướng Tiêu,noodle,Japanese,45,149,"vegetarian,seafood,tofu,egg"
440,Đậu Rang Me,salad,Japanese,60,198,"romantic,tofu,festive,noodle"
441,Đậu Hấp Tiêu,dessert,Vietnamese,90,608,"party,beef,seafood,quick_lunch"
442,Đậu Chiên Tiêu,noodle,American,45,774,"tofu,dairy_free,steamed,noodle"
443,Tôm Nướng Tiêu,rice,Thai,20,348,"festive,pork,rice,beef"
444,Heo Xào Ớt,noodle,Japanese,40,194,"low_carb,festive,salad,sour"
445,Cua Hấp Sả,soup,Vietnamese,20,334,"rice,sweet,grilled,noodle"
446,Bò Rang Dừa,breakfast,Indian,45,188,"gluten_free,noodle,vegetable,easy"
447,Heo Xào Mè,dessert,Thai,90,547,"family,weekend,tet,sweet"
448,Đậu Hầm Dừa,appetizer,American,90,323,"mushroom,vegetarian,beef,seafood"
449,Cá Rang Sả,healthy,Mexican,60,501,"vegan,sour,beef,festive"
450,Gà Chiên Mè,dessert,Italian,90,355,"romantic,gluten_free,tofu,steamed"
451,Bò Hầm Phô Mai,healthy,Chinese,40,111,"vegan,gluten_free,dairy_free,bread"
452,Heo Rang Sả,appetizer,Thai,20,387,"quick_lunch,weekend,dairy_free,vegetable"
453,Cá Nướng Phô Mai,noodle,American,60,658,"soup,fried,beef,sweet"
454,Nấm Hầm Sả,noodle,Korean,15,487,"tet,fried,egg,dairy_free"
455,Bò Rang Mè,salad,Chinese,90,282,"vegetable,bread,party,tet"
456,Heo Sốt Gừng,soup,Thai,30,712,"pork,tet,steamed,gluten_free"
457,Mực Xào Sả,appetizer,Chinese,40,172,"weekend,soup,beef,healthy"
458,Đậu Sốt Dừa,rice,Vietnamese,40,564,"fried,chicken,gluten_free,steamed"
459,Tôm Kho Phô Mai,vegetarian,American,10,479,"gluten_free,steamed,romantic,seafood"
460,Heo Hấp Gừng,main,Chinese,15,360,"tofu,vegetarian,quick_lunch,egg"
461,Rau Nướng Ớt,salad,Thai,20,118,"grilled,steamed,soup,gluten_free"
462,Cá Kho Phô Mai,noodle,Italian,15,469,"tofu,vegetable,healthy,gluten_free"
463,Heo Hầm Mè,soup,Japanese,30,301,"steamed,chicken,family,quick"
464,Tôm Hấp Me,noodle,Chinese,120,444,"gluten_free,romantic,tofu,sweet"
465,Heo Sốt Mè,healthy,Mexican,30,561,"vegan,vegetable,tofu,romantic"
466,Cá Rang Nước Mắm,soup,French,120,434,"rice,dessert,quick_lunch,spicy"
467,Gà Chiên Gừng,breakfast,Thai,40,217,"steamed,egg,healthy,gluten_free"
468,Rau Rang Tiêu,dessert,Indian,45,654,"vegan,dairy_free,sour,beef"
469,Mực Xào Gừng,appetizer,Indian,60,553,"dessert,vegan,festive,steamed"
470,Mực Chiên Mè,vegetarian,Chinese,10,309,"beef,weekend,romantic,salad"
471,Cua Chiên Mè,main,American,90,156,"festive,tofu,dairy_free,easy"
472,Đậu Sốt Me,dessert,Chinese,60,657,"sour,tofu,noodle,quick_lunch"
473,Nấm Hấp Gừng,main,Korean,40,388,"fried,beef,bread,vegetarian"
474,Bò Hấp Nước Mắm,main,French,120,268,"easy,grilled,salad,vegan"
475,Rau Rang Dừa,appetizer,Korean,60,474,"tet,rice,chicken,romantic"
476,Nấm Chiên Ớt,salad,Vietnamese,45,692,"mushroom,beef,quick_lunch,low_carb"
477,Rau Nướng Mè,noodle,Japanese,60,760,"mushroom,easy,tofu,vegetable"
478,Cua Hầm Ớt,healthy,Chinese,10,421,"festive,pork,mushroom,gluten_free"
479,Gà Sốt Mè,breakfast,Italian,60,643,"rice,pork,quick_lunch,fried"
480,Cá Xào Mè,appetizer,French,40,242,"gluten_free,baked,pork,noodle"
481,Nấm Nướng Nước Mắm,main,American,45,655,"snack,sweet,steamed,pork"
482,Tôm Chiên Phô Mai,healthy,Indian,90,661,"high_protein,spicy,snack,vegan"
483,Rau Chiên Tỏi,vegetarian,Chinese,45,102,"vegan,easy,spicy,grilled"
484,Cá Hầm Phô Mai,noodle,Chinese,90,228,"salad,healthy,romantic,egg"
485,Heo Kho Ớt,salad,Thai,60,459,"festive,high_protein,vegan,sour"
486,Heo Kho Phô Mai,appetizer,American,90,385,"tofu,vegetarian,baked,salad"
487,Bò Nướng Phô Mai,breakfast,Mexican,40,155,"seafood,low_carb,tet,romantic"
488,Gà Nướng Nước Mắm,rice,Korean,10,207,"vegetable,dairy_free,baked,tet"
489,Cá Nướng Mè,appetizer,Chinese,60,721,"beef,sour,easy,festive"
490,Đậu Sốt Gừng,salad,Chinese,30,763,"romantic,grilled,fried,sour"
491,Rau Sốt Mè,main,Japanese,60,642,"rice,easy,vegan,chicken"
492,Bò Xào Phô Mai,noodle,Korean,20,233,"baked,beef,sour,vegetable"
493,Cua Kho Dừa,soup,Indian,15,474,"high_protein,tofu,low_carb,egg"
494,Bò Xào Gừng,rice,Korean,90,742,"grilled,sour,salad,quick_lunch"
495,Tôm Chiên Nước Mắm,dessert,Thai,45,312,"rice,low_carb,vegetarian,easy"
496,Gà Hấp Dừa,soup,Thai,120,197,"quick,seafood,spicy,weekend"
497,Cá Hấp Me,healthy,Japanese,120,679,"low_carb,mushroom,spicy,chicken"
498,Heo Hầm Dừa,vegetarian,Indian,10,637,"vegetable,snack,chicken,quick_lunch"
499,Đậu Rang Gừng,rice,Italian,15,605,"chicken,tofu,gluten_free,quick_lunch"
500,Tôm Rang Me,dessert,Korean,30,116,"beef,vegetable,high_protein,quick"
501,Đậu Kho Sả,healthy,Chinese,120,578,"mushroom,dairy_free,vegan,tet"
502,Cua Chiên Tiêu,rice,Mexican,30,642,"pork,beef,vegetable,egg"
503,Heo Hấp Dừa,salad,Indian,20,243,"snack,vegan,vegetarian,fried"
504,Tôm Hầm Sả,noodle,French,45,550,"vegan,fried,mushroom,spicy"
505,Tôm Nướng Sả,rice,Japanese,40,137,"seafood,vegetarian,pork,high_protein"
506,Nấm Hấp Phô Mai,dessert,Japanese,45,409,"sweet,weekend,romantic,grilled"
507,Rau Kho Phô Mai,healthy,Indian,60,269,"beef,fried,high_protein,mushroom"
508,Mực Kho Dừa,healthy,Chinese,90,448,"rice,bread,dessert,mushroom"
509,Tôm Hầm Tỏi,dessert,American,15,554,"tofu,steamed,low_carb,quick_lunch"
510,Đậu Nướng Phô Mai,rice,Japanese,45,659,"egg,weekend,gluten_free,pork"
511,Gà Hầm Sả,rice,Italian,45,529,"baked,tofu,dessert,mushroom"
512,Cá Hấp Gừng,breakfast,Italian,120,568,"vegan,vegetable,easy,grilled"
513,Tôm Rang Dừa,salad,Indian,30,419,"bread,romantic,fried,salad"
514,Cá Sốt Ớt,healthy,Japanese,40,471,"rice,party,sour,soup"
515,Rau Kho Phô Mai,salad,Korean,45,592,"tofu,party,egg,dairy_free"
516,Mực Xào Me,soup,Korean,40,466,"gluten_free,sour,snack,family"
517,Heo Hấp Dừa,vegetarian,Chinese,90,381,"dairy_free,party,egg,spicy"
518,Heo Rang Mè,soup,Italian,45,620,"mushroom,grilled,seafood,steamed"
519,Mực Hấp Phô Mai,soup,Italian,120,759,"easy,sweet,pork,fried"
520,Cá Hấp Me,noodle,American,90,583,"tofu,egg,chicken,gluten_free"
521,Đậu Chiên Me,healthy,French,15,486,"tet,beef,vegetable,easy"
522,Gà Kho Dừa,rice,Vietnamese,20,391,"seafood,sweet,dairy_free,sour"
523,Heo Sốt Nước Mắm,noodle,Italian,40,490,"beef,chicken,rice,egg"
524,Bò Sốt Mè,dessert,French,120,660,"sour,high_protein,seafood,chicken"
525,Cá Kho Dừa,main,Thai,10,129,"vegetarian,party,tofu,family"
526,Nấm Chiên Mè,dessert,Italian,30,625,"quick,noodle,snack,steamed"
527,Nấm Hầm Nước Mắm,dessert,Chinese,20,424,"baked,tofu,grilled,party"
528,Rau Nướng Mè,appetizer,Indian,10,786,"soup,beef,healthy,seafood"
529,Nấm Xào Gừng,breakfast,Italian,120,140,"tofu,soup,dessert,quick"
530,Heo Kho Mè,breakfast,Mexican,45,103,"romantic,salad,spicy,vegetable"
531,Cua Nướng Ớt,dessert,Mexican,20,763,"low_carb,steamed,soup,romantic"
532,Tôm Kho Phô Mai,breakfast,American,20,253,"bread,noodle,baked,vegetarian"
533,Cá Nướng Sả,noodle,Italian,90,499,"fried,sweet,healthy,gluten_free"
534,Mực Hấp Mè,rice,Chinese,15,431,"party,baked,mushroom,gluten_free"
535,Gà Sốt Nước Mắm,salad,Japanese,10,449,"grilled,party,gluten_free,high_protein"
536,Mực Xào Nước Mắm,dessert,Japanese,20,157,"baked,beef,quick_lunch,snack"
537,Rau Sốt Dừa,salad,Thai,120,576,"dessert,pork,dairy_free,salad"
538,Cua Chiên Mè,dessert,Thai,90,208,"vegetable,party,beef,egg"
539,Cá Nướng Phô Mai,main,Vietnamese,20,287,"baked,grilled,beef,romantic"
540,Heo Nướng Sả,vegetarian,American,45,744,"vegetarian,vegan,rice,easy"
541,Nấm Chiên Tỏi,vegetarian,French,45,153,"mushroom,tofu,sour,soup"
542,Gà Kho Me,noodle,Korean,10,537,"rice,dairy_free,pork,bread"
543,Tôm Hầm Sả,breakfast,Korean,120,669,"sour,fried,quick,healthy"
544,Mực Xào Tiêu,healthy,Indian,45,192,"chicken,soup,seafood,dessert"
545,Rau Nướng Gừng,soup,Japanese,45,191,"noodle,chicken,vegan,snack"
546,Tôm Kho Ớt,noodle,Italian,45,498,"sour,vegan,bread,vegetarian"
547,Cá Rang Dừa,breakfast,American,20,796,"rice,vegan,tofu,romantic"
548,Đậu Kho Me,healthy,Mexican,20,327,"quick_lunch,salad,high_protein,bread"
549,Heo Hầm Tỏi,healthy,Thai,60,339,"grilled,mushroom,salad,dairy_free"
550,Mực Chiên Dừa,vegetarian,Chinese,40,228,"baked,family,romantic,low_carb"
551,Nấm Chiên Sả,salad,Chinese,120,110,"pork,grilled,easy,dessert"
552,Cua Chiên Gừng,breakfast,Korean,10,395,"romantic,fried,beef,rice"
553,Cua Kho Dừa,soup,Chinese,10,687,"noodle,dairy_free,rice,festive"
554,Mực Hầm Ớt,salad,Chinese,20,776,"grilled,easy,tofu,quick_lunch"
555,Heo Rang Tỏi,breakfast,Italian,120,730,"easy,grilled,quick_lunch,spicy"
556,Rau Rang Me,vegetarian,American,30,584,"healthy,festive,easy,vegan"
557,Bò Nướng Mè,vegetarian,Thai,45,146,"tofu,low_carb,grilled,sour"
558,Mực Sốt Mè,dessert,Italian,40,610,"steamed,festive,salad,vegan"
559,Mực Hấp Phô Mai,soup,Vietnamese,60,194,"baked,bread,pork,soup"
560,Gà Xào Dừa,rice,Korean,20,237,"sweet,salad,healthy,rice"
561,Cá Chiên Phô Mai,soup,Chinese,30,544,"low_carb,tofu,dairy_free,sour"
562,Rau Rang Sả,main,Vietnamese,45,496,"healthy,beef,mushroom,salad"
563,Tôm Hấp Tiêu,main,Vietnamese,90,607,"seafood,beef,quick,dairy_free"
564,Mực Chiên Sả,appetizer,Korean,15,366,"bread,salad,fried,high_protein"
565,Heo Rang Dừa,healthy,Thai,30,235,"pork,easy,vegetable,family"
566,Rau Nướng Nước Mắm,vegetarian,Vietnamese,20,451,"chicken,weekend,mushroom,high_protein"
567,Gà Hấp Me,rice,Chinese,120,439,"family,bread,mushroom,egg"
568,Nấm Xào Phô Mai,breakfast,Italian,45,768,"egg,vegan,party,quick_lunch"
569,Nấm Nướng Sả,dessert,French,10,127,"beef,rice,romantic,tet"
570,Cua Nướng Dừa,salad,Italian,30,452,"steamed,quick,soup,dairy_free"
571,Heo Chiên Tiêu,vegetarian,Indian,90,349,"vegan,bread,easy,festive"
572,Cá Hấp Nước Mắm,rice,American,15,648,"easy,healthy,quick,weekend"
573,Nấm Kho Nước Mắm,dessert,Korean,40,611,"snack,tofu,healthy,spicy"
574,Gà Rang Ớt,soup,American,45,541,"family,high_protein,mushroom,festive"
575,Cua Kho Phô Mai,breakfast,Chinese,90,247,"pork,low_carb,baked,noodle"
576,Gà Chiên Me,rice,Italian,15,122,"healthy,mushroom,baked,steamed"
577,Gà Xào Gừng,breakfast,Korean,30,664,"soup,rice,mushroom,beef"
578,Bò Sốt Dừa,breakfast,American,90,621,"chicken,bread,gluten_free,healthy"
579,Nấm Kho Phô Mai,dessert,American,30,799,"tofu,sour,grilled,tet"
580,Mực Kho Gừng,rice,Japanese,20,156,"beef,fried,romantic,seafood"
581,Heo Hấp Tiêu,salad,Italian,60,597,"vegetable,dessert,sour,seafood"
582,Bò Hầm Me,soup,American,40,122,"sour,chicken,dessert,egg"
583,Cá Sốt Tiêu,vegetarian,French,90,327,"healthy,snack,mushroom,sweet"
584,Gà Chiên Me,appetizer,Chinese,15,337,"tofu,romantic,gluten_free,bread"
585,Đậu Sốt Phô Mai,vegetarian,French,30,664,"vegetarian,snack,gluten_free,beef"
586,Cá Chiên Tỏi,healthy,Mexican,40,725,"sweet,noodle,high_protein,vegetarian"
587,Nấm Xào Me,rice,Korean,30,660,"soup,weekend,baked,tet"
588,Đậu Kho Dừa,breakfast,Mexican,40,191,"vegetable,steamed,sweet,beef"
589,Nấm Rang Mè,main,Thai,15,312,"snack,chicken,family,party"
590,Rau Chiên Phô Mai,noodle,Japanese,10,790,"salad,high_protein,soup,romantic"
591,Đậu Nướng Tiêu,main,Italian,30,129,"high_protein,chicken,vegetarian,low_carb"
592,Mực Hấp Gừng,healthy,Chinese,30,583,"gluten_free,fried,salad,sour"
593,Bò Sốt Sả,main,Japanese,90,391,"noodle,gluten_free,easy,low_carb"
594,Cua Nướng Nước Mắm,salad,Mexican,20,701,"easy,high_protein,grilled,romantic"
595,Mực Rang Mè,healthy,Mexican,30,179,"dessert,steamed,party,egg"
596,Rau Rang Ớt,appetizer,Korean,120,209,"spicy,chicken,salad,baked"
597,Cua Xào Ớt,healthy,Mexican,45,422,"family,snack,weekend,vegetarian"
598,Rau Xào Phô Mai,dessert,Mexican,120,138,"sweet,family,high_protein,sour"
599,Tôm Nướng Ớt,vegetarian,Korean,45,412,"dessert,seafood,high_protein,pork"
600,Rau Kho Sả,soup,Mexican,10,707,"sweet,salad,high_protein,quick_lunch"
601,Nấm Hầm Dừa,rice,Italian,90,550,"soup,beef,rice,tet"
602,Cua Hấp Nước Mắm,noodle,Thai,120,656,"noodle,low_carb,seafood,festive"
603,Bò Xào Dừa,rice,French,10,352,"steamed,sour,quick_lunch,grilled"
604,Nấm Sốt Tiêu,salad,Mexican,45,393,"grilled,soup,weekend,mushroom"
605,Heo Kho Me,appetizer,Vietnamese,90,427,"gluten_free,quick_lunch,egg,dessert"
606,Tôm Hầm Ớt,dessert,French,90,484,"rice,vegetable,gluten_free,snack"
607,Gà Xào Me,healthy,Mexican,15,493,"romantic,beef,party,festive"
608,Bò Chiên Gừng,noodle,French,10,705,"noodle,easy,fried,dairy_free"
609,Cá Hấp Dừa,soup,Italian,90,165,"tet,romantic,pork,tofu"
610,Nấm Hầm Me,rice,French,60,150,"snack,soup,baked,fried"
611,Heo Hấp Dừa,dessert,American,40,549,"low_carb,soup,quick,pork"
612,Nấm Kho Mè,main,American,90,389,"bread,vegetable,low_carb,baked"
613,Đậu Hầm Nước Mắm,vegetarian,Italian,20,432,"baked,egg,pork,spicy"
614,Rau Chiên Phô Mai,salad,French,45,800,"dairy_free,vegan,bread,grilled"
615,Đậu Rang Dừa,main,Italian,10,293,"vegan,snack,dairy_free,easy"
616,Gà Hầm Mè,noodle,French,40,191,"salad,vegetable,vegan,healthy"
617,Rau Chiên Tiêu,rice,Korean,45,270,"baked,grilled,noodle,low_carb"
618,Mực Nướng Phô Mai,healthy,Mexican,15,656,"sweet,noodle,steamed,weekend"
619,Đậu Xào Tiêu,healthy,Korean,120,421,"romantic,egg,weekend,dairy_free"
620,Đậu Chiên Gừng,main,Thai,10,735,"easy,mushroom,egg,tofu"
621,Rau Chiên Mè,healthy,Chinese,45,105,"low_carb,grilled,pork,vegetarian"
622,Cua Kho Dừa,breakfast,Thai,15,475,"vegetable,snack,egg,weekend"
623,Tôm Sốt Tiêu,vegetarian,Vietnamese,90,780,"easy,seafood,romantic,beef"
624,Bò Kho Me,salad,Mexican,20,419,"fried,quick_lunch,steamed,rice"
625,Đậu Sốt Sả,vegetarian,Indian,45,605,"healthy,vegetarian,beef,romantic"
626,Rau Xào Mè,healthy,Japanese,15,558,"salad,dairy_free,vegetable,egg"
627,Rau Nướng Tiêu,main,French,20,512,"beef,tet,weekend,festive"
628,Cua Xào Mè,appetizer,Indian,60,295,"weekend,vegan,sour,spicy"
629,Mực Kho Tỏi,main,Indian,10,333,"sour,vegetable,dairy_free,tet"
630,Nấm Kho Dừa,dessert,American,30,377,"soup,steamed,seafood,baked"
631,Tôm Chiên Tiêu,healthy,American,60,739,"party,fried,vegetable,sweet"
632,Gà Sốt Dừa,appetizer,Thai,40,492,"mushroom,family,party,high_protein"
